Madhya Pradesh,12,Fenugreek Water (1 glass),Besan Cheela (2) with Methi (Fenugreek) Leaves,Orange (1 medium),"Daal Bafla (2, steamed/baked) with Moong Daal (1 cup) and Veg Raita (1/2 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Curry (1 cup)
Madhya Pradesh,13,Ginger-Turmeric Tea (1 cup),"Whole Wheat Methi Paratha (2, shallow fried) with Dahi (low-fat)",Apple (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks and Salad,Roasted Makhana (1/2 cup),Lemonade with Stevia (1 glass),Masoor Daal (1 cup) with Whole Wheat Roti (2) and Salad
Madhya Pradesh,14,Cinnamon Water (1 glass),Oats with Vegetable (1 cup),Pear (1 medium),"Jowar Roti (2) with Chhole Masala (low oil, 1 cup) and Salad",Handful of Almonds (5-6),Herbal Tea (1 cup),Low-Oil Indori Poha (1 cup) with sprouts
Madhya Pradesh,15,Fenugreek Water (1 glass),"Jowar Roti (2) with Besan Sabzi (low oil, 1 cup)",Apple (1 medium),"Daal-Bafla (2, steamed/baked) with Tur Daal (1 cup) and Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Bhindi Fry (low oil, 1 cup)"
Madhya Pradesh,16,Cinnamon Water (1 glass),Low-Oil Indori Poha (1 cup) with sprouts,Pear (1 medium),Brown Rice (1/2 cup) with Masoor Daal (1 cup) and Lauki Sabzi (1 cup),Handful of Almonds (5-6),Green Tea (1 cup),"Jowar Roti (2) with Paneer Bhurji (low-fat, 1/2 cup)"
Madhya Pradesh,17,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Whole Wheat Roti (2) with Sev Tamatar (low oil/low sev, 1 cup) and Salad",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Bajra Khichdi (1 cup) with low-fat Curd (1/2 cup)
Madhya Pradesh,18,Warm Water with Lemon (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Banana (1 small),"Jowar Roti (2) with Palak Paneer (low-fat paneer, 1 cup)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),Daal (Tur) (1 cup) with Brown Rice (1/2 cup) and Salad
Madhya Pradesh,19,Fenugreek Water (1 glass),Besan Cheela (2) with Methi (Fenugreek) Leaves,Orange (1 medium),"Daal Bafla (2, steamed/baked) with Moong Daal (1 cup) and Veg Raita (1/2 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Curry (1 cup)
Madhya Pradesh,20,Ginger-Turmeric Tea (1 cup),"Whole Wheat Methi Paratha (2, shallow fried) with Dahi (low-fat)",Apple (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks and Salad,Roasted Makhana (1/2 cup),Lemonade with Stevia (1 glass),Masoor Daal (1 cup) with Whole Wheat Roti (2) and Salad
Madhya Pradesh,21,Cinnamon Water (1 glass),Oats with Vegetable (1 cup),Pear (1 medium),"Jowar Roti (2) with Chhole Masala (low oil, 1 cup) and Salad",Handful of Almonds (5-6),Herbal Tea (1 cup),Low-Oil Indori Poha (1 cup) with sprouts
Madhya Pradesh,22,Fenugreek Water (1 glass),"Jowar Roti (2) with Besan Sabzi (low oil, 1 cup)",Apple (1 medium),"Daal-Bafla (2, steamed/baked) with Tur Daal (1 cup) and Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Bhindi Fry (low oil, 1 cup)"
Madhya Pradesh,23,Cinnamon Water (1 glass),Low-Oil Indori Poha (1 cup) with sprouts,Pear (1 medium),Brown Rice (1/2 cup) with Masoor Daal (1 cup) and Lauki Sabzi (1 cup),Handful of Almonds (5-6),Green Tea (1 cup),"Jowar Roti (2) with Paneer Bhurji (low-fat, 1/2 cup)"
Madhya Pradesh,24,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Whole Wheat Roti (2) with Sev Tamatar (low oil/low sev, 1 cup) and Salad",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Bajra Khichdi (1 cup) with low-fat Curd (1/2 cup)
Madhya Pradesh,25,Warm Water with Lemon (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Banana (1 small),"Jowar Roti (2) with Palak Paneer (low-fat paneer, 1 cup)",Roasted Peanuts (1/4 cup),Buttermilk (1 glass),Daal (Tur) (1 cup) with Brown Rice (1/2 cup) and Salad
Madhya Pradesh,26,Fenugreek Water (1 glass),Besan Cheela (2) with Methi (Fenugreek) Leaves,Orange (1 medium),"Daal Bafla (2, steamed/baked) with Moong Daal (1 cup) and Veg Raita (1/2 cup)",Mixed Seeds (1 tbsp),Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Curry (1 cup)
Madhya Pradesh,27,Ginger-Turmeric Tea (1 cup),"Whole Wheat Methi Paratha (2, shallow fried) with Dahi (low-fat)",Apple (1 medium),Millets Pulao (1 cup) with Tofu/Soya Chunks and Salad,Roasted Makhana (1/2 cup),Lemonade with Stevia (1 glass),Masoor Daal (1 cup) with Whole Wheat Roti (2) and Salad
Madhya Pradesh,28,Cinnamon Water (1 glass),Oats with Vegetable (1 cup),Pear (1 medium),"Jowar Roti (2) with Chhole Masala (low oil, 1 cup) and Salad",Handful of Almonds (5-6),Herbal Tea (1 cup),Low-Oil Indori Poha (1 cup) with sprouts
Madhya Pradesh,29,Fenugreek Water (1 glass),"Jowar Roti (2) with Besan Sabzi (low oil, 1 cup)",Apple (1 medium),"Daal-Bafla (2, steamed/baked) with Tur Daal (1 cup) and Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Bhindi Fry (low oil, 1 cup)"
Madhya Pradesh,30,Cinnamon Water (1 glass),Low-Oil Indori Poha (1 cup) with sprouts,Pear (1 medium),Brown Rice (1/2 cup) with Masoor Daal (1 cup) and Lauki Sabzi (1 cup),Handful of Almonds (5-6),Green Tea (1 cup),"Jowar Roti (2) with Paneer Bhurji (low-fat, 1/2 cup)"
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Manipur,1,Fenugreek Water (1 glass),"Whole Wheat Chapati (2) with Nga Thongba (Light Fish Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Vegetable Stew, 1.5 cup) + Ngari Iromba (Vegetable Mash, 1/2 cup)","Singju (Spicy Vegetable Salad, 1 cup)",Buttermilk (1 glass),Millets Upma (1 cup) with vegetables
Manipur,2,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped fruits/nuts,Orange (1 medium),"Brown Rice (1/2 cup) + Chinghi Iromba (Boiled Pumpkin/Gourd, 1 cup) + Pea/Dal Thongba (Peas/Dal Curry, 1 cup)",Handful of Walnuts (5-6),Green Tea (1 cup),"Whole Wheat Chapati (2) with Uti (Split Pea Dish, low oil, 1 cup)"
Manipur,3,Bitter Gourd Juice (1 glass),Vegetable Moong Dal Cheela (2),Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Cucumber Salad,Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Smoked/Grilled Fish (1 serving) with sauteed green leafy vegetables (Yenam)
Manipur,4,Cinnamon Water (1 glass),"Poha (Brown Rice Poha, low oil, 1 cup) with sprouts",Pear (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Spinach/Lauki Stew, 1.5 cup) + Nga Thongba (Light Fish Curry, 1 cup)","Singju (Vegetable Salad, 1 cup)",Buttermilk (1 glass),"Whole Wheat Chapati (2) with Hawai Thongba (Bean Curry, 1 cup)"
Manipur,5,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (1 full egg/egg whites),Papaya (1 cup),"Brown Rice (1/2 cup) + Iromba (Seasonal Low-Carb Veggies, 1 cup) + Dal (Toor/Masoor, 1 cup)",Sprouted Moong Salad (1 cup),Green Tea (1 cup),Millets Dosa (2) with Tomato Chutney
Manipur,6,Ginger-Turmeric Tea (1 cup),"Vegetable Upma (Millets/Rawa, 1 cup)",Handful of Almonds (5-6),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Kangshoi style, 1.5 cup)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Smoked/Grilled Chicken/Tofu (1 serving) with Black Rice side salad (1/2 cup)
Manipur,7,Warm Water with Lemon (1 glass),Brown Rice Idli (2) with Sambar,Banana (1 small),"Brown Rice (1/2 cup) + Mongoubi Iromba (Boiled Green Moong Iromba, 1 cup) + Tharoi Thongba (Taro Stem Curry, 1 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),"Whole Wheat Chapati (2) with Chagempomba (Rice & Vegetable Porridge, 1 cup)"
Manipur,8,Fenugreek Water (1 glass),"Whole Wheat Chapati (2) with Nga Thongba (Light Fish Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Vegetable Stew, 1.5 cup) + Ngari Iromba (Vegetable Mash, 1/2 cup)","Singju (Spicy Vegetable Salad, 1 cup)",Buttermilk (1 glass),Millets Upma (1 cup) with vegetables
Manipur,9,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped fruits/nuts,Orange (1 medium),"Brown Rice (1/2 cup) + Chinghi Iromba (Boiled Pumpkin/Gourd, 1 cup) + Pea/Dal Thongba (Peas/Dal Curry, 1 cup)",Handful of Walnuts (5-6),Green Tea (1 cup),"Whole Wheat Chapati (2) with Uti (Split Pea Dish, low oil, 1 cup)"
Manipur,10,Bitter Gourd Juice (1 glass),Vegetable Moong Dal Cheela (2),Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Cucumber Salad,Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Smoked/Grilled Fish (1 serving) with sauteed green leafy vegetables (Yenam)
Manipur,11,Cinnamon Water (1 glass),"Poha (Brown Rice Poha, low oil, 1 cup) with sprouts",Pear (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Spinach/Lauki Stew, 1.5 cup) + Nga Thongba (Light Fish Curry, 1 cup)","Singju (Vegetable Salad, 1 cup)",Buttermilk (1 glass),"Whole Wheat Chapati (2) with Hawai Thongba (Bean Curry, 1 cup)"
Manipur,12,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (1 full egg/egg whites),Papaya (1 cup),"Brown Rice (1/2 cup) + Iromba (Seasonal Low-Carb Veggies, 1 cup) + Dal (Toor/Masoor, 1 cup)",Sprouted Moong Salad (1 cup),Green Tea (1 cup),Millets Dosa (2) with Tomato Chutney
Manipur,13,Ginger-Turmeric Tea (1 cup),"Vegetable Upma (Millets/Rawa, 1 cup)",Handful of Almonds (5-6),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Kangshoi style, 1.5 cup)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Smoked/Grilled Chicken/Tofu (1 serving) with Black Rice side salad (1/2 cup)
Manipur,14,Warm Water with Lemon (1 glass),Brown Rice Idli (2) with Sambar,Banana (1 small),"Brown Rice (1/2 cup) + Mongoubi Iromba (Boiled Green Moong Iromba, 1 cup) + Tharoi Thongba (Taro Stem Curry, 1 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),"Whole Wheat Chapati (2) with Chagempomba (Rice & Vegetable Porridge, 1 cup)"
Manipur,15,Fenugreek Water (1 glass),"Whole Wheat Chapati (2) with Nga Thongba (Light Fish Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Vegetable Stew, 1.5 cup) + Ngari Iromba (Vegetable Mash, 1/2 cup)","Singju (Spicy Vegetable Salad, 1 cup)",Buttermilk (1 glass),Millets Upma (1 cup) with vegetables
Manipur,16,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped fruits/nuts,Orange (1 medium),"Brown Rice (1/2 cup) + Chinghi Iromba (Boiled Pumpkin/Gourd, 1 cup) + Pea/Dal Thongba (Peas/Dal Curry, 1 cup)",Handful of Walnuts (5-6),Green Tea (1 cup),"Whole Wheat Chapati (2) with Uti (Split Pea Dish, low oil, 1 cup)"
Manipur,17,Bitter Gourd Juice (1 glass),Vegetable Moong Dal Cheela (2),Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Cucumber Salad,Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Smoked/Grilled Fish (1 serving) with sauteed green leafy vegetables (Yenam)
Manipur,18,Cinnamon Water (1 glass),"Poha (Brown Rice Poha, low oil, 1 cup) with sprouts",Pear (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Spinach/Lauki Stew, 1.5 cup) + Nga Thongba (Light Fish Curry, 1 cup)","Singju (Vegetable Salad, 1 cup)",Buttermilk (1 glass),"Whole Wheat Chapati (2) with Hawai Thongba (Bean Curry, 1 cup)"
Manipur,19,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (1 full egg/egg whites),Papaya (1 cup),"Brown Rice (1/2 cup) + Iromba (Seasonal Low-Carb Veggies, 1 cup) + Dal (Toor/Masoor, 1 cup)",Sprouted Moong Salad (1 cup),Green Tea (1 cup),Millets Dosa (2) with Tomato Chutney
Manipur,20,Ginger-Turmeric Tea (1 cup),"Vegetable Upma (Millets/Rawa, 1 cup)",Handful of Almonds (5-6),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Kangshoi style, 1.5 cup)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Smoked/Grilled Chicken/Tofu (1 serving) with Black Rice side salad (1/2 cup)
Manipur,21,Warm Water with Lemon (1 glass),Brown Rice Idli (2) with Sambar,Banana (1 small),"Brown Rice (1/2 cup) + Mongoubi Iromba (Boiled Green Moong Iromba, 1 cup) + Tharoi Thongba (Taro Stem Curry, 1 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),"Whole Wheat Chapati (2) with Chagempomba (Rice & Vegetable Porridge, 1 cup)"
Manipur,22,Fenugreek Water (1 glass),"Whole Wheat Chapati (2) with Nga Thongba (Light Fish Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Vegetable Stew, 1.5 cup) + Ngari Iromba (Vegetable Mash, 1/2 cup)","Singju (Spicy Vegetable Salad, 1 cup)",Buttermilk (1 glass),Millets Upma (1 cup) with vegetables
Manipur,23,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped fruits/nuts,Orange (1 medium),"Brown Rice (1/2 cup) + Chinghi Iromba (Boiled Pumpkin/Gourd, 1 cup) + Pea/Dal Thongba (Peas/Dal Curry, 1 cup)",Handful of Walnuts (5-6),Green Tea (1 cup),"Whole Wheat Chapati (2) with Uti (Split Pea Dish, low oil, 1 cup)"
Manipur,24,Bitter Gourd Juice (1 glass),Vegetable Moong Dal Cheela (2),Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Cucumber Salad,Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Smoked/Grilled Fish (1 serving) with sauteed green leafy vegetables (Yenam)
Manipur,25,Cinnamon Water (1 glass),"Poha (Brown Rice Poha, low oil, 1 cup) with sprouts",Pear (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Spinach/Lauki Stew, 1.5 cup) + Nga Thongba (Light Fish Curry, 1 cup)","Singju (Vegetable Salad, 1 cup)",Buttermilk (1 glass),"Whole Wheat Chapati (2) with Hawai Thongba (Bean Curry, 1 cup)"
Manipur,26,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (1 full egg/egg whites),Papaya (1 cup),"Brown Rice (1/2 cup) + Iromba (Seasonal Low-Carb Veggies, 1 cup) + Dal (Toor/Masoor, 1 cup)",Sprouted Moong Salad (1 cup),Green Tea (1 cup),Millets Dosa (2) with Tomato Chutney
Manipur,27,Ginger-Turmeric Tea (1 cup),"Vegetable Upma (Millets/Rawa, 1 cup)",Handful of Almonds (5-6),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Kangshoi style, 1.5 cup)",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Smoked/Grilled Chicken/Tofu (1 serving) with Black Rice side salad (1/2 cup)
Manipur,28,Warm Water with Lemon (1 glass),Brown Rice Idli (2) with Sambar,Banana (1 small),"Brown Rice (1/2 cup) + Mongoubi Iromba (Boiled Green Moong Iromba, 1 cup) + Tharoi Thongba (Taro Stem Curry, 1 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),"Whole Wheat Chapati (2) with Chagempomba (Rice & Vegetable Porridge, 1 cup)"
Manipur,29,Fenugreek Water (1 glass),"Whole Wheat Chapati (2) with Nga Thongba (Light Fish Curry, 1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Kangshoi (Vegetable Stew, 1.5 cup) + Ngari Iromba (Vegetable Mash, 1/2 cup)","Singju (Spicy Vegetable Salad, 1 cup)",Buttermilk (1 glass),Millets Upma (1 cup) with vegetables
Manipur,30,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with chopped fruits/nuts,Orange (1 medium),"Brown Rice (1/2 cup) + Chinghi Iromba (Boiled Pumpkin/Gourd, 1 cup) + Pea/Dal Thongba (Peas/Dal Curry, 1 cup)",Handful of Walnuts (5-6),Green Tea (1 cup),"Whole Wheat Chapati (2) with Uti (Split Pea Dish, low oil, 1 cup)"
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Marathi,1,Fenugreek Water (1 glass),"Oats Poha (1 bowl, low oil)",Apple (1 medium),"Jowar Bhakri (2) with Zunka (Besan-based curry, 1 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Masala Bhakri (2) with Methi Sabzi (1 cup)
Marathi,2,Cinnamon Water (1 glass),Moong Dal Cheela (2) with Green Chutney,Pear (1 medium),"Ragi Roti (2) with Matar Usal (low oil, 1 cup)",Roasted Chana (1/2 cup),Green Tea (1 cup),Vegetable Dalia (1 bowl)
Marathi,3,Warm Lemon Water (1 glass),Quinoa Upma (1 cup),Guava (1 medium),Jowar Bhakri (2) with Dal Tadka (1 cup) and Salad,"Kothimbir Vadi (2 pieces, steamed)",Mint Tea (1 cup),Brown Rice (1/2 cup) with Mixed Sprouts Curry (1 cup)
Marathi,4,Bitter Gourd Juice (1 glass),Quinoa Idli (2) with Sambar (1 bowl),Orange (1 medium),"Jowar Bhakri (2) with Bharli Vangi (Stuffed Eggplant, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Besan Amti (Thick Dal, 1 cup) with Bajra Roti (2)"
Marathi,5,Ginger-Turmeric Tea (1 cup),"Thalipeeth (1, Multigrain, low oil) with Low-fat Curd",Banana (1 small),"Brown Rice (1/2 cup) with Paneer Bhurji (1 cup, low fat)",Mixed Seeds (1 tbsp),Coconut Water (1 glass),"Methi Thepla (2, whole wheat) with Yogurt (1 bowl)"
Marathi,6,Amla Juice (1 glass),"Sabudana Khichdi (1 bowl, with minimal oil)",Handful of Walnuts (5-6),"Whole Wheat Roti (2) with Pithla (Besan curry, 1 cup) and Salad",Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Jowar Dosa (2) with Sambar (1 cup)
Marathi,7,Cinnamon Water (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Apple (1 medium),Chana Dal Khichdi (1 bowl) with Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Palak Paneer (1 bowl) with Bajra Roti (2)
Marathi,8,Fenugreek Water (1 glass),"Oats Poha (1 bowl, low oil)",Apple (1 medium),"Jowar Bhakri (2) with Zunka (Besan-based curry, 1 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Masala Bhakri (2) with Methi Sabzi (1 cup)
Marathi,9,Cinnamon Water (1 glass),Moong Dal Cheela (2) with Green Chutney,Pear (1 medium),"Ragi Roti (2) with Matar Usal (low oil, 1 cup)",Roasted Chana (1/2 cup),Green Tea (1 cup),Vegetable Dalia (1 bowl)
Marathi,10,Warm Lemon Water (1 glass),Quinoa Upma (1 cup),Guava (1 medium),Jowar Bhakri (2) with Dal Tadka (1 cup) and Salad,"Kothimbir Vadi (2 pieces, steamed)",Mint Tea (1 cup),Brown Rice (1/2 cup) with Mixed Sprouts Curry (1 cup)
Marathi,11,Bitter Gourd Juice (1 glass),Quinoa Idli (2) with Sambar (1 bowl),Orange (1 medium),"Jowar Bhakri (2) with Bharli Vangi (Stuffed Eggplant, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Besan Amti (Thick Dal, 1 cup) with Bajra Roti (2)"
Marathi,12,Ginger-Turmeric Tea (1 cup),"Thalipeeth (1, Multigrain, low oil) with Low-fat Curd",Banana (1 small),"Brown Rice (1/2 cup) with Paneer Bhurji (1 cup, low fat)",Mixed Seeds (1 tbsp),Coconut Water (1 glass),"Methi Thepla (2, whole wheat) with Yogurt (1 bowl)"
Marathi,13,Amla Juice (1 glass),"Sabudana Khichdi (1 bowl, with minimal oil)",Handful of Walnuts (5-6),"Whole Wheat Roti (2) with Pithla (Besan curry, 1 cup) and Salad",Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Jowar Dosa (2) with Sambar (1 cup)
Marathi,14,Cinnamon Water (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Apple (1 medium),Chana Dal Khichdi (1 bowl) with Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Palak Paneer (1 bowl) with Bajra Roti (2)
Marathi,15,Fenugreek Water (1 glass),"Oats Poha (1 bowl, low oil)",Apple (1 medium),"Jowar Bhakri (2) with Zunka (Besan-based curry, 1 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Masala Bhakri (2) with Methi Sabzi (1 cup)
Marathi,16,Cinnamon Water (1 glass),Moong Dal Cheela (2) with Green Chutney,Pear (1 medium),"Ragi Roti (2) with Matar Usal (low oil, 1 cup)",Roasted Chana (1/2 cup),Green Tea (1 cup),Vegetable Dalia (1 bowl)
Marathi,17,Warm Lemon Water (1 glass),Quinoa Upma (1 cup),Guava (1 medium),Jowar Bhakri (2) with Dal Tadka (1 cup) and Salad,"Kothimbir Vadi (2 pieces, steamed)",Mint Tea (1 cup),Brown Rice (1/2 cup) with Mixed Sprouts Curry (1 cup)
Marathi,18,Bitter Gourd Juice (1 glass),Quinoa Idli (2) with Sambar (1 bowl),Orange (1 medium),"Jowar Bhakri (2) with Bharli Vangi (Stuffed Eggplant, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Besan Amti (Thick Dal, 1 cup) with Bajra Roti (2)"
Marathi,19,Ginger-Turmeric Tea (1 cup),"Thalipeeth (1, Multigrain, low oil) with Low-fat Curd",Banana (1 small),"Brown Rice (1/2 cup) with Paneer Bhurji (1 cup, low fat)",Mixed Seeds (1 tbsp),Coconut Water (1 glass),"Methi Thepla (2, whole wheat) with Yogurt (1 bowl)"
Marathi,20,Amla Juice (1 glass),"Sabudana Khichdi (1 bowl, with minimal oil)",Handful of Walnuts (5-6),"Whole Wheat Roti (2) with Pithla (Besan curry, 1 cup) and Salad",Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Jowar Dosa (2) with Sambar (1 cup)
Marathi,21,Cinnamon Water (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Apple (1 medium),Chana Dal Khichdi (1 bowl) with Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Palak Paneer (1 bowl) with Bajra Roti (2)
Marathi,22,Fenugreek Water (1 glass),"Oats Poha (1 bowl, low oil)",Apple (1 medium),"Jowar Bhakri (2) with Zunka (Besan-based curry, 1 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Masala Bhakri (2) with Methi Sabzi (1 cup)
Marathi,23,Cinnamon Water (1 glass),Moong Dal Cheela (2) with Green Chutney,Pear (1 medium),"Ragi Roti (2) with Matar Usal (low oil, 1 cup)",Roasted Chana (1/2 cup),Green Tea (1 cup),Vegetable Dalia (1 bowl)
Marathi,24,Warm Lemon Water (1 glass),Quinoa Upma (1 cup),Guava (1 medium),Jowar Bhakri (2) with Dal Tadka (1 cup) and Salad,"Kothimbir Vadi (2 pieces, steamed)",Mint Tea (1 cup),Brown Rice (1/2 cup) with Mixed Sprouts Curry (1 cup)
Marathi,25,Bitter Gourd Juice (1 glass),Quinoa Idli (2) with Sambar (1 bowl),Orange (1 medium),"Jowar Bhakri (2) with Bharli Vangi (Stuffed Eggplant, low oil, 1 cup)",Sprouted Moong Salad (1 cup),Buttermilk (1 glass),"Besan Amti (Thick Dal, 1 cup) with Bajra Roti (2)"
Marathi,26,Ginger-Turmeric Tea (1 cup),"Thalipeeth (1, Multigrain, low oil) with Low-fat Curd",Banana (1 small),"Brown Rice (1/2 cup) with Paneer Bhurji (1 cup, low fat)",Mixed Seeds (1 tbsp),Coconut Water (1 glass),"Methi Thepla (2, whole wheat) with Yogurt (1 bowl)"
Marathi,27,Amla Juice (1 glass),"Sabudana Khichdi (1 bowl, with minimal oil)",Handful of Walnuts (5-6),"Whole Wheat Roti (2) with Pithla (Besan curry, 1 cup) and Salad",Roasted Makhana (1/2 cup),Herbal Tea (1 cup),Jowar Dosa (2) with Sambar (1 cup)
Marathi,28,Cinnamon Water (1 glass),"Vegetable Upma (Millets/Rawa, 1 cup)",Apple (1 medium),Chana Dal Khichdi (1 bowl) with Cucumber Raita,Handful of Almonds (5-6),Green Tea (1 cup),Palak Paneer (1 bowl) with Bajra Roti (2)
Marathi,29,Fenugreek Water (1 glass),"Oats Poha (1 bowl, low oil)",Apple (1 medium),"Jowar Bhakri (2) with Zunka (Besan-based curry, 1 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Masala Bhakri (2) with Methi Sabzi (1 cup)
Marathi,30,Cinnamon Water (1 glass),Moong Dal Cheela (2) with Green Chutney,Pear (1 medium),"Ragi Roti (2) with Matar Usal (low oil, 1 cup)",Roasted Chana (1/2 cup),Green Tea (1 cup),Vegetable Dalia (1 bowl)
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Mizoram,1,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (Egg Whites/1 whole egg),Apple (1 medium),"Brown Rice (1/2 cup) + Bai (Steamed Greens/Bamboo Shoots, 1.5 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)",Handful of Walnuts (5-6),Buttermilk (1 glass),Vegetable Dalia (1 bowl) with lean chicken pieces
Mizoram,2,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Dal Chawal (Plain Dal, 1 cup) + Alu Bahen (Boiled Potato & Eggplant, small portion)","Misa Mach Poora (Grilled Fish, small piece)",Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Bai (1 cup)
Mizoram,3,Cinnamon Water (1 glass),Millets Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Ansa Tui (Boiled Chicken Broth/Stew, 1.5 cup) + Beeding (Steamed Beans, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with boiled peas
Mizoram,4,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with low-oil chutney,Orange (1 medium),"Brown Rice (1/2 cup) + Zu Tum (Boiled Vegetable Curry, 1.5 cup) + Fish Curry (low-oil, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Dal (Toor/Masoor, 1 cup)"
